"C","N","Z","A","SYM","ORIG","Excess","unc1","BEA","unc2","btype","benergy","bunc","mass","munc","halflife","spin-parity","Qbeta","Qposi","Qec","Qalpha"
" ",143,88,231,"Ra ","    ",38216.0,11.0,7607.84,0.05,"B-",2454.0,17.0,231.041027,12.0,"104 s","(5/2+)",2.453,-4.887,-3.865,2.905084
" ",142,89,231,"Ac ","   x",35763.0,13.0,7615.08,0.06,"B-",1947.0,13.0,231.038393,14.0,"7.5 m","1/2+",1.9471,-3.475,-2.453,3.656084
" ",141,90,231,"Th ","    ",33815.9,1.2,7620.118,0.005,"B-",391.5,1.5,231.0363029,1.3,"25.52 h","5/2+",0.3915,-2.9691,-1.9471,4.213284
" ",140,91,231,"Pa ","    ",33424.4,1.8,7618.426,0.008,"  ","*","*",231.0358826,1.9,"3.276e+4 y","3/2-",-0.3816,-1.4135,-0.3915,5.149884
" ",139,92,231,"U  ","  -a",33806.0,2.7,7613.387,0.012,"B+",381.6,2.0,231.0362923,2.9,"4.2 d","(5/2-)",-1.814,-0.6404,0.3816,5.576284
" ",138,93,231,"Np ","  -a",35620.0,50.0,7602.13,0.22,"B+",1820.0,50.0,231.03824,50.0,"48.8 m","(5/2-)",-2.689,0.792,1.814,6.364084
" ",137,94,231,"Pu ","  -a",38309.0,23.0,7587.12,0.1,"B+",2680.0,60.0,231.041126,24.0,"8.6 m","(3/2+)",-4.101,1.667,2.689,6.839084
" ",136,95,231,"Am ","   x",42410.0,300.0,7566.0,1.0,"B+",4100.0,300.0,231.04553,320.0,"None","None",-4.86,3.079,4.101,7.425084
" ",135,96,231,"Cm ","   x",47270.0,300.0,7542.0,1.0,"B+",4860.0,420.0,231.05075,320.0,"None","None",0.0,3.838,4.86,8.075084
"0",145,87,232,"Fr ","   x",46073.0,14.0,7579.35,0.06,"B-",5576.0,17.0,232.049461,15.0,"5.5 s","(5)",5.576,0.0,0.0,1.968084
" ",144,88,232,"Ra ","    ",40497.0,9.0,7600.01,0.04,"B-",1343.0,16.0,232.043475,10.0,"250 s","0+",1.343,-6.598,-5.576,2.829084
" ",143,89,232,"Ac ","   x",39154.0,13.0,7602.42,0.06,"B-",3708.0,13.0,232.042034,14.0,"119 s","(1+)",3.7072,-2.365,-1.343,3.345084
" ",142,90,232,"Th ","    ",35446.8,1.4,7615.033,0.006,"B-",-500.0,8.0,232.03805369999998,1.5,"14.0e+9 y","0+",-0.5002,-4.7292,-3.7072,4.081584
" ",141,91,232,"Pa ","   +",35947.0,8.0,7609.51,0.03,"B-",1337.0,7.0,232.03859,8.0,"1.32 d","(2-)",1.3375,-0.5218,0.5002,4.627384
" ",140,92,232,"U  ","    ",34609.5,1.8,7611.897,0.008,"  ","*","*",232.03715490000002,1.9,"68.9 y","0+",-2.7505,-2.3595,-1.3375,5.413584
" ",139,93,232,"Np ","   -",37360.0,100.0,7597.0,0.0,"B+",2750.0,100.0,232.04011,110.0,"14.7 m","(4+)",-1.003,1.7285,2.7505,6.011084
" ",138,94,232,"Pu ","  -a",38363.0,18.0,7588.97,0.08,"B+",1000.0,100.0,232.041185,19.0,"33.1 m","0+",-4.977,-0.019,1.003,6.716084
" ",137,95,232,"Am ","   x",43340.0,300.0,7564.0,1.0,"B+",4980.0,300.0,232.04653,320.0,"79 s","",-2.97,3.955,4.977,7.315084
" ",136,96,232,"Cm ","  -a",46310.0,200.0,7548.0,1.0,"B+",2970.0,360.0,232.04972,220.0,"None","None",0.0,1.948,2.97,7.798084
"0",146,87,233,"Fr ","   x",48920.0,20.0,7569.24,0.08,"B-",4586.0,21.0,233.052518,21.0,"0.9 s","",4.586,0.0,0.0,1.675084
" ",145,88,233,"Ra ","    ",44334.0,9.0,7585.56,0.04,"B-",3026.0,16.0,233.047595,9.0,"30 s","",3.026,-5.608,-4.586,2.547084
" ",144,89,233,"Ac ","   x",41308.0,13.0,7595.19,0.06,"B-",2576.0,13.0,233.044346,14.0,"145 s","(1/2+)",2.5763,-4.048,-3.026,3.215084
" ",143,90,233,"Th ","    ",38731.7,1.4,7602.893,0.006,"B-",1242.2,1.1,233.0415802,1.5,"22.3 m","1/2+",1.2422,-3.5983,-2.5763,3.744784
" ",142,91,233,"Pa ","    ",37489.5,1.3,7604.866,0.006,"B-",570.3,2.0,233.0402466,1.4,"26.975 d","3/2-",0.5703,-2.2642,-1.2422,4.374584
" ",141,92,233,"U  ","    ",36919.2,2.3,7603.956,0.01,"  ","*","*",233.0396344,2.4,"159.2e3 y","5/2+",-1.0308,-1.5923,-0.5703,4.908684
" ",140,93,233,"Np ","  -a",37950.0,50.0,7596.18,0.22,"B+",1030.0,50.0,233.04074,50.0,"36.2 m","(5/2+)",-2.1,0.0088,1.0308,5.628084
" ",139,94,233,"Pu ","  -a",40050.0,50.0,7583.8,0.22,"B+",2100.0,70.0,233.043,50.0,"20.9 m","",-3.21,1.078,2.1,6.414084
" ",138,95,233,"Am ","  -a",43260.0,100.0,7567.0,0.0,"B+",3210.0,110.0,233.04645,110.0,"3.2 m","",-4.03,2.188,3.21,7.055084
" ",137,96,233,"Cm ","  -a",47290.0,70.0,7546.0,0.3,"B+",4030.0,120.0,233.05077,80.0,"1 m","[3/2+]",-5.57,3.008,4.03,7.465084
" ",136,97,233,"Bk ","  -a",52860.0,220.0,7519.0,1.0,"B+",5570.0,240.0,233.05675,240.0,"21 s","",0.0,4.548,5.57,8.285084
"0",146,88,234,"Ra ","   x",46931.0,8.0,7576.54,0.04,"B-",2089.0,16.0,234.050382,9.0,"30 s","0+",2.09,0.0,0.0,2.456084
" ",145,89,234,"Ac ","   x",44841.0,14.0,7582.13,0.06,"B-",4228.0,14.0,234.048139,15.0,"44 s","",4.228,-3.112,-2.09,2.929084
" ",144,90,234,"Th ","  +a",40613.0,2.6,7596.855,0.011,"B-",274.0,3.0,234.0435999,2.8,"24.10 d","0+",0.274,-5.25,-4.228,3.672084
" ",143,91,234,"Pa ","  IT",40339.0,4.0,7594.683,0.017,"B-",2194.0,4.0,234.043306,4.0,"1.159 m","(0-)",2.194,-1.296,-0.274,4.076084
" ",142,92,234,"U  ","    ",38145.0,1.1,7600.715,0.005,"  ","*","*",234.0409504,1.2,"2.455e+5 y","0+",-1.81,-3.216,-2.194,4.857484
" ",141,93,234,"Np ","   -",39955.0,8.0,7589.64,0.04,"B+",1810.0,8.0,234.042893,9.0,"4.4 d","(0+)",-0.395,0.788,1.81,5.356084
" ",140,94,234,"Pu ","  -a",40350.0,7.0,7584.605,0.029,"B+",395.0,11.0,234.043317,7.0,"8.8 h","",-4.11,-0.627,0.395,6.310084
" ",139,95,234,"Am ","  -a",44460.0,160.0,7564.0,1.0,"B+",4110.0,160.0,234.04773,170.0,"2.32 m","",-2.265,3.088,4.11,6.795084
" ",138,96,234,"Cm ","  -a",46725.0,17.0,7550.68,0.07,"B+",2260.0,160.0,234.050161,19.0,"51 s","0+",-6.735,1.243,2.265,7.366084
" ",137,97,234,"Bk ","  -a",53460.0,140.0,7519.0,1.0,"B+",6730.0,140.0,234.05739,150.0,"1.4e2 s","",0.0,5.713,6.735,8.105084
"0",147,88,235,"Ra ","   x",51130.0,300.0,7561.0,1.0,"B-",3770.0,300.0,235.05489,320.0,"None","None",3.773,0.0,0.0,2.255084
" ",146,89,235,"Ac ","   x",47357.0,14.0,7573.5,0.06,"B-",3339.0,19.0,235.05084,15.0,"62 s","",3.339,-4.795,-3.773,2.851084
" ",145,90,235,"Th ","   x",44018.0,13.0,7584.39,0.06,"B-",1729.0,19.0,235.047255,14.0,"7.1 m","(1/2+)",1.729,-4.361,-3.339,3.377084
" ",144,91,235,"Pa ","   x",42289.0,14.0,7588.41,0.06,"B-",1370.0,14.0,235.045399,15.0,"24.4 m","(3/2-)",1.3702,-2.751,-1.729,4.101084
" ",143,92,235,"U  ","    ",40918.8,1.1,7590.914,0.005,"  ","*","*",235.04392819999998,1.2,"703.8e+6 y","7/2-",-0.1243,-2.3922,-1.3702,4.677984
" ",142,93,235,"Np ","    ",41043.1,1.4,7587.056,0.006,"B+",124.3,0.9,235.0440616,1.5,"396.2 d","5/2+",-1.1389,-0.8977,0.1243,5.193784
" ",141,94,235,"Pu ","  -a",42182.0,21.0,7578.88,0.09,"B+",1139.0,20.0,235.045285,22.0,"25.3 m","(5/2+)",-2.448,0.1169,1.1389,5.951084
" ",140,95,235,"Am ","  -a",44630.0,50.0,7565.15,0.22,"B+",2440.0,60.0,235.04791,60.0,"10.3 m","5/2-",-3.4,1.426,2.448,6.585084
" ",139,96,235,"Cm ","  -a",48030.0,200.0,7547.0,1.0,"B+",3410.0,210.0,235.05157,220.0,"None","None",-4.67,2.378,3.4,7.296084
" ",138,97,235,"Bk ","   x",52700.0,400.0,7524.0,2.0,"B+",4670.0,450.0,235.05658,430.0,"None","None",0.0,3.648,4.67,7.865084
"0",147,89,236,"Ac ","   x",51220.0,40.0,7559.24,0.16,"B-",4970.0,40.0,236.05499,40.0,"1.2 m","",4.965,0.0,0.0,2.722084
" ",146,90,236,"Th ","   x",46255.0,14.0,7576.97,0.06,"B-",921.0,20.0,236.049657,15.0,"37.3 m","0+",0.921,-5.987,-4.965,3.333084
" ",145,91,236,"Pa ","   x",45334.0,14.0,7577.56,0.06,"B-",2889.0,14.0,236.048668,15.0,"9.1 m","1(-)",2.8894,-1.943,-0.921,3.755084
" ",144,92,236,"U  ","    ",42444.6,1.1,7586.484,0.005,"B-",-930.0,50.0,236.0455662,1.2,"2.342e7 y","0+",-0.9354,-3.9114,-2.8894,4.572884
" ",143,93,236,"Np ","  IT",43380.0,50.0,7579.21,0.21,"B-",480.0,50.0,236.04657,50.0,"154e+3 y","(6-)",0.4784,-0.0866,0.9354,5.008084
" ",142,94,236,"Pu ","    ",42901.6,1.8,7577.918,0.008,"  ","*","*",236.0460568,1.9,"2.858 y","0+",-3.1384,-1.5004,-0.4784,5.867184
" ",141,95,236,"Am ","  -a",46040.0,110.0,7561.0,0.0,"B+",3140.0,110.0,236.04943,120.0,"3.6 m","(5-)",-1.815,2.1164,3.1384,6.255084
" ",140,96,236,"Cm ","  -a",47855.0,18.0,7550.3,0.08,"B+",1810.0,110.0,236.051375,20.0,"None","None",-5.685,0.793,1.815,7.067084
" ",139,97,236,"Bk ","   x",53540.0,400.0,7523.0,2.0,"B+",5690.0,400.0,236.05748,430.0,"22 s","(4+)",0.0,4.663,5.685,7.775084
"0",148,89,237,"Ac ","   x",54020.0,400.0,7550.0,2.0,"B-",4070.0,400.0,237.05799,430.0,"None","None",4.065,0.0,0.0,2.675084
" ",147,90,237,"Th ","   x",49955.0,16.0,7563.44,0.07,"B-",2427.0,21.0,237.053629,17.0,"4.8 m","(5/2+)",2.427,-5.087,-4.065,3.196084
" ",146,91,237,"Pa ","   x",47528.0,13.0,7570.38,0.06,"B-",2137.0,13.0,237.051023,14.0,"8.7 m","(1/2+)",2.1378,-3.449,-2.427,3.795084
" ",145,92,237,"U  ","    ",45390.2,1.2,7576.102,0.005,"B-",518.5,0.5,237.04872840000002,1.3,"6.75 d","1/2+",0.5185,-3.1598,-2.1378,4.233584
" ",144,93,237,"Np ","    ",44871.7,1.1,7574.989,0.005,"  ","*","*",237.04817169999998,1.2,"2.144e+6 y","5/2+",-0.22,-1.5405,-0.5185,4.957284
" ",143,94,237,"Pu ","    ",45091.7,1.7,7570.759,0.007,"B+",220.1,1.3,237.048408,1.8,"45.2 d","7/2-",-1.4783,-0.802,0.22,5.747584
" ",142,95,237,"Am ","  -a",46570.0,60.0,7561.0,0.0,"B+",1480.0,60.0,237.05,60.0,"73.0 m","5/2(-)",-2.68,0.4563,1.4783,6.195084
" ",141,96,237,"Cm ","  -a",49250.0,70.0,7546.62,0.3,"B+",2680.0,90.0,237.05287,80.0,"None","None",-3.94,1.658,2.68,6.775084
" ",140,97,237,"Bk ","  -a",53190.0,220.0,7527.0,1.0,"B+",3940.0,240.0,237.0571,240.0,"None","None",-4.75,2.918,3.94,7.505084
" ",139,98,237,"Cf ","  -a",57940.0,90.0,7503.3,0.4,"B+",4750.0,240.0,237.0622,90.0,"2.1 s","",0.0,3.728,4.75,8.225084
"0",148,90,238,"Th ","  +a",52530.0,280.0,7555.0,1.0,"B-",1630.0,280.0,238.05639,300.0,"9.4 m","0+",1.636,0.0,0.0,3.174084
" ",147,91,238,"Pa ","   x",50894.0,16.0,7558.34,0.07,"B-",3586.0,16.0,238.054637,17.0,"2.28 m","(3-)",3.5862,-2.658,-1.636,3.628084
" ",146,92,238,"U  ","    ",47307.8,1.5,7570.125,0.006,"B-",-146.9,1.2,238.050787,1.6,"4.468e+9 y","0+",-0.1469,-4.6082,-3.5862,4.269884
" ",145,93,238,"Np ","  -n",47454.7,1.1,7566.221,0.005,"B-",1291.4,0.5,238.0509447,1.2,"2.117 d","2+",1.2915,-0.8751,0.1469,4.690784
" ",144,94,238,"Pu ","    ",46163.2,1.1,7568.36,0.005,"  ","*","*",238.0495583,1.2,"87.7 y","0+",-2.2568,-2.3135,-1.2915,5.593284
" ",143,95,238,"Am ","  -a",48420.0,50.0,7555.58,0.21,"B+",2260.0,50.0,238.05198,50.0,"98 m","1+",-1.025,1.2348,2.2568,6.040084
" ",142,96,238,"Cm ","  -a",49445.0,12.0,7548.0,0.05,"B+",1020.0,50.0,238.053082,13.0,"2.4 h","",-4.775,0.003,1.025,6.670084
" ",141,97,238,"Bk ","  -a",54220.0,260.0,7525.0,1.0,"B+",4770.0,260.0,238.0582,270.0,"144 s","",-3.06,3.753,4.775,7.335084
" ",140,98,238,"Cf ","   x",57280.0,300.0,7509.0,1.0,"B+",3060.0,390.0,238.06149,320.0,"21.1 ms","0+",0.0,2.038,3.06,8.130084
"0",149,90,239,"Th ","   x",56450.0,400.0,7541.0,2.0,"B-",3110.0,450.0,239.0606,430.0,"None","None",3.11,0.0,0.0,2.895084
" ",148,91,239,"Pa ","   x",53340.0,200.0,7550.0,1.0,"B-",2770.0,200.0,239.05726,210.0,"1.8 h","(3/2)",2.7673,-4.132,-3.11,3.558084
" ",147,92,239,"U  ","  -n",50572.7,1.5,7558.561,0.006,"B-",1261.7,1.5,239.054292,1.6,"23.45 m","5/2+",1.2616,-3.7893,-2.7673,4.129784
" ",146,93,239,"Np ","    ",49311.1,1.3,7560.567,0.005,"B-",722.8,0.9,239.0529376,1.4,"2.356 d","5/2+",0.7228,-2.2836,-1.2616,4.597184
" ",145,94,239,"Pu ","    ",48588.3,1.1,7560.318,0.005,"  ","*","*",239.0521617,1.2,"24110 y","1/2+",-0.8021,-1.7448,-0.7228,5.244584
" ",144,95,239,"Am ","  -a",49390.4,2.0,7553.688,0.008,"B+",802.1,1.7,239.0530228,2.1,"11.9 h","(5/2)-",-1.7596,-0.2199,0.8021,5.922384
" ",143,96,239,"Cm ","  -a",51150.0,50.0,7543.06,0.23,"B+",1760.0,50.0,239.05491,60.0,"2.7 h","(7/2-)",-3.1,0.7376,1.7596,6.543084
" ",142,97,239,"Bk ","  -a",54250.0,210.0,7527.0,1.0,"B+",3100.0,210.0,239.05824,220.0,"None","None",-4.02,2.078,3.1,7.195084
" ",141,98,239,"Cf ","  -a",58270.0,210.0,7507.0,1.0,"B+",4020.0,290.0,239.06255,220.0,"39 s","",-5.29,2.998,4.02,7.815084
" ",140,99,239,"Es ","   x",63560.0,300.0,7481.0,1.0,"B+",5290.0,360.0,239.06823,320.0,"None","None",0.0,4.268,5.29,8.435084
"0",149,91,240,"Pa ","   x",56910.0,200.0,7538.0,1.0,"B-",4190.0,200.0,240.0611,220.0,"None","None",4.1945,0.0,0.0,3.265084
" ",148,92,240,"U  ","    ",52715.5,2.6,7551.77,0.011,"B-",399.0,17.0,240.0565924,2.7,"14.1 h","0+",0.3995,-5.2165,-4.1945,4.035584
" ",147,93,240,"Np ","    ",52316.0,17.0,7550.17,0.07,"B-",2191.0,17.0,240.056164,18.0,"7.22 m","(1+)",2.1906,-1.4215,-0.3995,4.557084
" ",146,94,240,"Pu ","    ",50125.4,1.1,7556.042,0.005,"  ","*","*",240.0538118,1.2,"6561 y","0+",-1.3846,-3.2126,-2.1906,5.255884
" ",145,95,240,"Am ","  +n",51510.0,14.0,7547.01,0.06,"B+",1385.0,14.0,240.055298,15.0,"50.8 h","(3-)",-0.2143,0.3626,1.3846,5.705084
" ",144,96,240,"Cm ","    ",51724.3,1.9,7542.861,0.008,"B+",214.0,14.0,240.05552830000002,2.0,"27 d","0+",-3.9357,-0.8077,0.2143,6.397784
" ",143,97,240,"Bk ","   -",55660.0,150.0,7523.0,1.0,"B+",3940.0,150.0,240.05976,160.0,"4.8 m","",-2.331,2.9137,3.9357,7.195084
" ",142,98,240,"Cf ","  -a",57991.0,19.0,7510.23,0.08,"B+",2330.0,150.0,240.062256,20.0,"0.96 m","",-6.209,1.309,2.331,7.711084
" ",141,99,240,"Es ","   x",64200.0,400.0,7481.0,2.0,"B+",6210.0,400.0,240.06892,430.0,"6 s","(1+)",0.0,5.187,6.209,8.235084
"0",150,91,241,"Pa ","   x",59640.0,300.0,7528.0,1.0,"B-",3440.0,360.0,241.06403,320.0,"None","None",3.44,0.0,0.0,3.195084
" ",149,92,241,"U  ","   x",56200.0,200.0,7539.0,1.0,"B-",1940.0,210.0,241.06033,210.0,"None","None",1.94,-4.462,-3.44,3.820084
" ",148,93,241,"Np ","   +",54260.0,70.0,7544.27,0.29,"B-",1310.0,70.0,241.05825,80.0,"13.9 m","5/2+",1.3048,-2.962,-1.94,4.307084
" ",147,94,241,"Pu ","    ",52955.2,1.1,7546.439,0.005,"B-",20.78,0.17,241.0568497,1.2,"14.290 y","5/2+",0.0208,-2.3268,-1.3048,5.140084
" ",146,95,241,"Am ","    ",52934.4,1.1,7543.278,0.005,"  ","*","*",241.0568274,1.2,"432.6 y","5/2-",-0.7674,-1.0428,-0.0208,5.637784
" ",145,96,241,"Cm ","    ",53701.8,1.6,7536.848,0.007,"B+",767.4,1.2,241.0576513,1.7,"32.8 d","1/2+",-2.3282,-0.2546,0.7674,6.185184
" ",144,97,241,"Bk ","   -",56030.0,200.0,7524.0,1.0,"B+",2330.0,200.0,241.06015,220.0,"4.6 m","(7/2+)",-3.3,1.3062,2.3282,7.035084
" ",143,98,241,"Cf ","  -a",59330.0,170.0,7507.0,1.0,"B+",3300.0,260.0,241.06369,180.0,"3.78 m","",-4.53,2.278,3.3,7.655084
" ",142,99,241,"Es ","  -a",63860.0,230.0,7485.0,1.0,"B+",4540.0,280.0,241.06856,240.0,"8 s","",-5.27,3.508,4.53,8.245084
" ",141,100,241,"Fm ","   x",69130.0,300.0,7460.0,1.0,"B+",5260.0,370.0,241.07421,320.0,"0.73 ms","",0.0,4.248,5.27,8.765084
"0",150,92,242,"U  ","  +a",58620.0,200.0,7532.0,1.0,"B-",1200.0,280.0,242.06293,220.0,"16.8 m","0+",1.2,0.0,0.0,3.665084
" ",149,93,242,"Np ","   +",57420.0,200.0,7533.4,0.8,"B-",2700.0,200.0,242.06164,210.0,"2.2 m","(1+)",2.7031,-2.222,-1.2,4.101084
" ",148,94,242,"Pu ","    ",54716.9,1.2,7541.327,0.005,"B-",-751.1,0.7,242.058741,1.3,"3.73e+5 y","0+",-0.7512,-3.7251,-2.7031,4.984184
" ",147,95,242,"Am ","  -n",55468.1,1.1,7534.991,0.005,"B-",664.3,0.4,242.0595474,1.2,"141 y","5-",0.6643,-0.2708,0.7512,5.588484
" ",146,96,242,"Cm ","    ",54803.8,1.1,7534.503,0.005,"  ","*","*",242.0588343,1.2,"162.86 d","0+",-2.9262,-1.6863,-0.6643,6.215684
" ",145,97,242,"Bk ","   -",57730.0,200.0,7519.0,1.0,"B+",2930.0,200.0,242.06198,220.0,"7.0 m","",-1.657,1.9042,2.9262,6.885084
" ",144,98,242,"Cf ","  -a",59387.0,13.0,7509.1,0.05,"B+",1650.0,200.0,242.063755,14.0,"3.49 m","0+",-5.413,0.635,1.657,7.517084
" ",143,99,242,"Es ","  -a",64800.0,260.0,7483.0,1.0,"B+",5410.0,260.0,242.06957,280.0,"17.8 s","",-3.6,4.391,5.413,8.155084
" ",142,100,242,"Fm ","   x",68400.0,400.0,7465.0,2.0,"B+",3600.0,480.0,242.07343,430.0,"0.8 ms","0+",0.0,2.578,3.6,8.695084
"0",151,92,243,"U  ","   x",62360.0,300.0,7518.0,1.0,"B-",2480.0,300.0,243.06695,320.0,"None","None",2.48,0.0,0.0,3.485084
" ",150,93,243,"Np ","  IT",59880.0,30.0,7525.0,0.0,"B-",2120.0,30.0,243.06428,30.0,"1.85 m","(5/2)",2.1254,-3.502,-2.48,4.115084
" ",149,94,243,"Pu ","    ",57754.6,2.5,7531.008,0.01,"B-",579.6,2.6,243.0620021,2.7,"4.956 h","7/2+",0.5796,-3.1474,-2.1254,4.756984
" ",148,95,243,"Am ","    ",57175.0,1.4,7530.173,0.006,"  ","*","*",243.06137990000002,1.5,"7364 y","5/2-",-0.007,-1.6016,-0.5796,5.438984
" ",147,96,243,"Cm ","  -a",57182.0,1.5,7526.925,0.006,"B+",7.0,1.6,243.0613874,1.6,"28.9 y","5/2+",-1.508,-1.015,0.007,6.168784
" ",146,97,243,"Bk ","  -a",58690.0,5.0,7517.501,0.019,"B+",1508.0,5.0,243.063006,5.0,"4.5 h","(3/2-)",-2.3,0.486,1.508,6.874684
" ",145,98,243,"Cf ","  -a",60990.0,110.0,7505.0,0.0,"B+",2300.0,110.0,243.06548,120.0,"10.7 m","(1/2+)",-3.76,1.278,2.3,7.415084
" ",144,99,243,"Es ","  -a",64750.0,210.0,7486.0,1.0,"B+",3760.0,240.0,243.06951,220.0,"23 s","(7/2+,3/2-)",-4.64,2.738,3.76,8.075084
" ",143,100,243,"Fm ","  -a",69390.0,220.0,7464.0,1.0,"B+",4640.0,300.0,243.07449,230.0,"0.231 s","",0.0,3.618,4.64,8.695084
"0",151,93,244,"Np ","   x",63200.0,300.0,7514.0,1.0,"B-",3400.0,300.0,244.06785,320.0,"2.29 m","(7-)",3.394,0.0,0.0,3.865084
" ",150,94,244,"Pu ","    ",59806.0,2.3,7524.815,0.01,"B-",-73.2,2.7,244.0642044,2.5,"8.11e+7 y","0+",-0.0732,-4.416,-3.394,4.665584
" ",149,95,244,"Am ","   +",59879.2,1.5,7521.308,0.006,"B-",1427.3,1.0,244.064283,1.6,"10.1 h","(6-)",1.4273,-0.9488,0.0732,5.138284
" ",148,96,244,"Cm ","  -a",58451.9,1.1,7523.952,0.005,"  ","*","*",244.06275069999998,1.2,"18.11 y","0+",-2.2621,-2.4493,-1.4273,5.901584
" ",147,97,244,"Bk ","  -a",60714.0,14.0,7511.47,0.06,"B+",2262.0,14.0,244.065179,15.0,"4.35 h","(4-)",-0.7642,1.2401,2.2621,6.779084
" ",146,98,244,"Cf ","    ",61478.2,2.6,7505.136,0.011,"B+",764.0,15.0,244.0659995,2.8,"19.4 m","0+",-4.5518,-0.2578,0.7642,7.328984
" ",145,99,244,"Es ","  -a",66030.0,180.0,7483.0,1.0,"B+",4550.0,180.0,244.07088,200.0,"37 s","",-2.94,3.5298,4.5518,7.945084
" ",144,100,244,"Fm ","  -a",68970.0,200.0,7468.0,1.0,"B+",2940.0,270.0,244.07404,220.0,"3.3 ms","0+",0.0,1.918,2.94,8.554084
"0",152,93,245,"Np ","   x",65890.0,300.0,7505.0,1.0,"B-",2710.0,300.0,245.07074,320.0,"None","None",2.712,0.0,0.0,3.825084
" ",151,94,245,"Pu ","  -n",63178.0,14.0,7513.28,0.06,"B-",1278.0,14.0,245.067825,15.0,"10.5 h","(9/2-)",1.2775,-3.734,-2.712,4.553084
" ",150,95,245,"Am ","  +a",61900.5,1.9,7515.303,0.008,"B-",895.9,1.5,245.0664529,2.0,"2.05 h","(5/2)+",0.8959,-2.2995,-1.2775,5.215584
" ",149,96,245,"Cm ","    ",61004.6,1.1,7515.767,0.005,"  ","*","*",245.0654911,1.2,"8423 y","7/2+",-0.8092,-1.9179,-0.8959,5.624484
" ",148,97,245,"Bk ","  -a",61813.8,1.8,7509.27,0.007,"B+",809.3,1.5,245.0663599,1.9,"4.95 d","3/2-",-1.5714,-0.2128,0.8092,6.454484
" ",147,98,245,"Cf ","    ",63385.2,2.4,7499.663,0.01,"B+",1571.4,2.6,245.06804680000002,2.6,"45.0 m","1/2+",-2.9848,0.5494,1.5714,7.258484
" ",146,99,245,"Es ","  -a",66370.0,200.0,7484.0,1.0,"B+",2980.0,200.0,245.07125,220.0,"1.1 m","(3/2-)",-3.82,1.9628,2.9848,7.915084
" ",145,100,245,"Fm ","  -a",70190.0,200.0,7466.0,1.0,"B+",3820.0,280.0,245.07535,210.0,"4.2 s","",-5.08,2.798,3.82,8.435084
" ",144,101,245,"Md ","  -a",75270.0,310.0,7442.0,1.0,"B+",5090.0,360.0,245.08081,330.0,"0.35 s","(7/2)",0.0,4.058,5.08,8.985084
"0",152,94,246,"Pu ","    ",65395.0,15.0,7506.54,0.06,"B-",401.0,14.0,246.070204,16.0,"10.84 d","0+",0.401,0.0,0.0,4.350084
" ",151,95,246,"Am ","  IT",64994.0,18.0,7505.0,0.0,"B-",2377.0,18.0,246.069774,19.0,"39 m","7-",2.377,-1.423,-0.401,5.149084
" ",150,96,246,"Cm ","    ",62617.0,1.5,7511.471,0.006,"  ","*","*",246.06722209999998,1.6,"4760 y","0+",-1.353,-3.399,-2.377,5.475184
" ",149,97,246,"Bk ","   -",63970.0,60.0,7502.8,0.24,"B+",1350.0,60.0,246.06867,60.0,"1.80 d","2(-)",-0.1203,0.331,1.353,6.076984
" ",148,98,246,"Cf ","    ",64090.3,1.5,7499.121,0.006,"B+",120.0,60.0,246.0688038,1.6,"35.7 h","0+",-3.8097,-0.9017,0.1203,6.861584
" ",147,99,246,"Es ","  -a",67900.0,220.0,7480.0,1.0,"B+",3810.0,220.0,246.07289,240.0,"7.7 m","",-2.289,2.7877,3.8097,7.745084
" ",146,100,246,"Fm ","  -a",70189.0,15.0,7467.97,0.06,"B+",2290.0,220.0,246.075351,16.0,"1.1 s","0+",-5.931,1.267,2.289,8.377084
" ",145,101,246,"Md ","  -a",76120.0,260.0,7441.0,1.0,"B+",5930.0,260.0,246.08171,280.0,"1.0 s","",0.0,4.909,5.931,8.895084
"0",153,94,247,"Pu ","   x",69110.0,200.0,7494.0,1.0,"B-",1950.0,220.0,247.07419,210.0,"2.27 d","(1/2+)",1.96,0.0,0.0,4.325084
" ",152,95,247,"Am ","   +",67150.0,100.0,7499.0,0.0,"B-",1620.0,100.0,247.07209,110.0,"23.0 m","(5/2)",1.617,-2.982,-1.96,4.845084
" ",151,96,247,"Cm ","    ",65533.0,4.0,7501.931,0.015,"B-",44.0,6.0,247.070353,4.0,"1.56e+7 y","9/2-",0.043,-2.639,-1.617,5.353484
" ",150,97,247,"Bk ","  -a",65490.0,5.0,7498.94,0.021,"  ","*","*",247.070306,6.0,"1380 y","3/2-",-0.614,-1.065,-0.043,5.890084
" ",149,98,247,"Cf ","  +a",66104.0,15.0,7493.29,0.06,"B+",614.0,16.0,247.070965,16.0,"3.11 h","(7/2+)",-2.474,-0.408,0.614,6.497084
" ",148,99,247,"Es ","  +a",68578.0,19.0,7480.1,0.08,"B+",2474.0,25.0,247.073622,21.0,"4.55 m","(7/2+)",-3.092,1.452,2.474,7.463084
" ",147,100,247,"Fm ","  +a",71670.0,120.0,7464.0,0.0,"B+",3090.0,120.0,247.07694,120.0,"31 s","(7/2+)",-4.27,2.07,3.092,8.255084
" ",146,101,247,"Md ","  -a",75940.0,210.0,7444.0,1.0,"B+",4260.0,240.0,247.08152,220.0,"1.2 s","(7/2-)",0.0,3.248,4.27,8.765084
"0",153,95,248,"Am ","   +",70560.0,200.0,7487.0,1.0,"B-",3170.0,200.0,248.07575,220.0,"None","None",3.1672,0.0,0.0,4.935084
